zipcode,city,state,metro,county,size_rank_zhvi,2017-06,size_rank_zri
6798,Woodbury,CT,Torrington,Litchfield,7657,314300,8550
87048,Corrales,NM,Albuquerque,Sandoval,7658,377800,8551
38570,Livingston,TN,Cookeville,Overton,7659,78000,#N/A
92325,Crestline,CA,Riverside,San Bernardino,7660,214100,8552
30326,Atlanta,GA,Atlanta,Fulton,7661,346900,8553
98424,Fife,WA,Seattle,Pierce,7662,315000,8555
7043,Montclair,NJ,New York,Essex,7663,728600,8556
17313,York Township,PA,York,York,7664,153800,8557
7932,Florham Park,NJ,New York,Morris,7665,656400,8558
46550,Nappanee,IN,Elkhart,Elkhart,7666,134700,8559
49038,Coloma Township,MI,Niles,Berrien,7667,125700,8560
89441,Sparks,NV,Reno,Washoe,7668,378700,8561
8201,Absecon,NJ,Atlantic City,Atlantic,7669,161800,8562
45833,Delphos,OH,Lima,Allen,7670,100400,8563
1540,Town of Oxford,MA,Worcester,Worcester,7671,233300,8565
3031,Amherst,NH,Manchester,Hillsborough,7672,346100,#N/A
13165,Town of Waterloo,NY,Seneca Falls,Seneca,7673,86600,8566
61080,South Beloit,IL,Rockford,Winnebago,7674,124200,8567
60305,River Forest,IL,Chicago,Cook,7675,559800,8568
8824,South Brunswick,NJ,New York,Middlesex,7676,391000,8569
68102,Omaha,NE,Omaha,Douglas,7677,208900,8570
45305,Bellbrook,OH,Dayton,Greene,7678,186800,8571
2744,New Bedford,MA,Providence,Bristol,7679,219500,8572
49097,Vicksburg,MI,Kalamazoo,Kalamazoo,7680,153800,8573
76102,Fort Worth,TX,Dallas-Fort Worth,Tarrant,7681,190400,8574
96067,Mount Shasta,CA,,Siskiyou,7682,270500,#N/A
15717,Blairsville,PA,Indiana,Indiana,7683,99600,#N/A
66226,Shawnee,KS,Kansas City,Johnson,7684,258400,8575
98354,Milton,WA,Seattle,Pierce,7685,320700,8578
34604,Spring Hill,FL,Tampa,Hernando,7686,163300,8579
19475,East Vincent Township,PA,Philadelphia,Chester,7687,287200,8580
37764,Sevierville,TN,Sevierville,Sevier,7688,185200,8581
97403,Eugene,OR,Eugene,Lane,7689,385500,8582
28457,Rocky Point,NC,Wilmington,Pender,7690,165500,8583
70665,Sulphur,LA,Lake Charles,Calcasieu,7691,200900,#N/A
21769,Middletown,MD,Washington,Frederick,7692,349700,8584
17102,Harrisburg,PA,Harrisburg,Dauphin,7693,110400,8587
62712,Springfield,IL,Springfield,Sangamon,7694,207800,#N/A
11753,Jericho,NY,New York,Nassau,7695,846900,8588
37807,Maynardville,TN,Knoxville,Union,7696,120800,#N/A
98611,Castle Rock,WA,Longview,Cowlitz,7697,196600,8589
38060,Oakland,TN,Memphis,Fayette,7698,171000,8590
22443,Colonial Beach,VA,,Westmoreland,7699,189500,8591
7885,Wharton,NJ,New York,Morris,7700,275000,8595
47001,Aurora,IN,Cincinnati,Dearborn,7701,128900,8596
79756,Monahans,TX,,Ward,7702,103700,8599
81050,La Junta,CO,,Otero,7703,71400,#N/A
12202,Albany,NY,Albany,Albany,7704,83900,8600
61727,Clinton,IL,Bloomington,Dewitt,7705,79200,#N/A
13619,Carthage,NY,Watertown,Jefferson,7706,126900,8601
50327,Pleasant Hill,IA,Des Moines,Polk,7707,196900,8602
97457,Myrtle Creek,OR,Roseburg,Douglas,7708,151600,8603
3857,Town of Newmarket,NH,Boston,Rockingham,7709,242800,8604
24521,Amherst,VA,Lynchburg,Amherst,7710,178500,8605
60190,Winfield,IL,Chicago,Du Page,7711,273000,8606
7974,New Providence,NJ,New York,Union,7712,579200,8608
11577,Roslyn Heights,NY,New York,Nassau,7713,887400,8609
10570,Pleasantville,NY,New York,Westchester,7714,635500,8611
60097,Wonder Lake,IL,Chicago,McHenry,7715,138500,8614
31757,Thomasville,GA,Thomasville,Thomas,7716,147800,#N/A
48128,Dearborn,MI,Detroit,Wayne,7717,170800,8617
60171,River Grove,IL,Chicago,Cook,7718,202200,8618
64504,Saint Joseph,MO,St. Joseph,Buchanan,7719,61700,8619
7057,Wallington,NJ,New York,Bergen,7720,374400,8620
60143,Itasca,IL,Chicago,Du Page,7721,279900,8621
33170,Goulds,FL,Miami-Fort Lauderdale,Miami-Dade,7722,250800,8623
7438,Jefferson Township,NJ,New York,Morris,7723,307600,8625
7922,Berkeley Heights,NJ,New York,Union,7724,560000,8628
34240,Sarasota,FL,North Port-Sarasota-Bradenton,Sarasota,7725,430500,8631
78957,Smithville,TX,Austin,Bastrop,7726,152200,8632
29654,Honea Path,SC,Greenville,Anderson,7727,91100,8633
74010,Bristow,OK,Tulsa,Creek,7728,102600,8635
2347,Lakeville,MA,Boston,Plymouth,7729,360700,8636
95948,Gridley,CA,Chico,Butte,7730,209600,8637
71483,Winnfield,LA,,Winn,7731,88400,#N/A
31411,Skidaway Island,GA,Savannah,Chatham,7732,478200,8639
11598,Woodmere,NY,New York,Nassau,7733,751300,8641
85305,Glendale,AZ,Phoenix,Maricopa,7734,235200,8642
45068,Waynesville,OH,Cincinnati,Warren,7735,215500,8643
28730,Fairview,NC,Asheville,Buncombe,7736,306300,8644
44657,Minerva,OH,Canton,Stark,7737,103600,8645
33592,Thonotosassa,FL,Tampa,Hillsborough,7738,195900,8647
55121,Eagan,MN,Minneapolis-St Paul,Dakota,7739,240700,8648
83644,Middleton,ID,Boise City,Canyon,7740,180000,8649
2343,Holbrook,MA,Boston,Norfolk,7741,307800,8650
45122,Goshen,OH,Cincinnati,Clermont,7742,145400,8652
27601,Raleigh,NC,Raleigh,Wake,7743,163100,8654
25143,Nitro,WV,Charleston,Kanawha,7744,91500,8655
43410,Clyde,OH,Fremont,Sandusky,7745,113600,8658
7442,Pompton Lakes,NJ,New York,Passaic,7746,269100,8659
19072,Lower Merion Township,PA,Philadelphia,Montgomery,7747,488600,8660
39525,Diamondhead,MS,Gulfport,Hancock,7748,154200,8661
11366,New York,NY,New York,Queens,7749,848700,8663
13041,Clay,NY,Syracuse,Onondaga,7750,137400,8664
19102,Philadelphia,PA,Philadelphia,Philadelphia,7751,381600,8667
8106,Audubon,NJ,Philadelphia,Camden,7752,190200,8668
47842,Clinton,IN,Terre Haute,Vermillion,7753,62900,8669
95726,Pollock Pines,CA,Sacramento,El Dorado,7754,284800,8670
45875,Ottawa,OH,,Putnam,7755,153300,#N/A
19952,Harrington,DE,Dover,Kent,7756,156700,8673
1571,Dudley,MA,Worcester,Worcester,7757,248200,8674
7456,Ringwood,NJ,New York,Passaic,7758,315000,8675
87059,Tijeras,NM,Albuquerque,Bernalillo,7759,243200,8676
39817,Bainbridge,GA,Bainbridge,Decatur,7760,84400,#N/A
98403,Tacoma,WA,Seattle,Pierce,7761,421300,8678
7661,River Edge,NJ,New York,Bergen,7762,469500,8679
37840,Oliver Springs,TN,Knoxville,Roane,7763,100900,8680
1107,Springfield,MA,Springfield,Hampden,7764,138700,8681
53120,Town of East Troy,WI,Whitewater,Walworth,7765,239300,8682
48360,Orion,MI,Detroit,Oakland,7766,252300,8683
78204,San Antonio,TX,San Antonio,Bexar,7767,83100,8684
33954,Port Charlotte,FL,Punta Gorda,Charlotte,7768,194600,8685
32814,Orlando,FL,Orlando,Orange,7769,424900,8687
47348,Hartford City,IN,,Blackford,7770,59800,8689
29829,Burnettown,SC,Augusta,Aiken,7771,117200,8690
46761,Lagrange,IN,,Lagrange,7772,113400,8692
99324,College Place,WA,Walla Walla,Walla Walla,7773,229100,8693
11575,Roosevelt,NY,New York,Nassau,7774,337300,8694
20607,Accokeek,MD,Washington,Prince Georges,7775,353400,8695
60475,Steger,IL,Chicago,Will,7776,91500,8696
70774,Saint Amant,LA,Baton Rouge,Ascension,7777,188600,8697
78639,Kingsland,TX,,Llano,7778,210800,8698
98541,Elma,WA,Aberdeen,Grays Harbor,7779,175800,8699
7458,Upper Saddle River,NJ,New York,Bergen,7780,1021100,8700
60534,Lyons,IL,Chicago,Cook,7781,149300,8701
12209,Albany,NY,Albany,Albany,7782,143600,8702
24504,Lynchburg,VA,Lynchburg,Lynchburg City,7783,74800,8703
33868,Polk City,FL,Lakeland,Polk,7784,171400,8704
97503,White City,OR,Medford,Jackson,7785,187800,8708
20166,Sterling,VA,Washington,Loudoun,7786,375800,8709
19734,Townsend,DE,Philadelphia,New Castle,7787,292100,8710
36093,Wetumpka,AL,Montgomery,Elmore,7788,193900,8711
21787,Taneytown,MD,Baltimore,Carroll,7789,245400,8712
19609,West Wyomissing,PA,Reading,Berks,7790,158300,8714
39117,Morton,MS,,Scott,7791,121800,#N/A
7035,Lincoln Park,NJ,New York,Morris,7792,335900,8716
38201,Mc Kenzie,TN,,Carroll,7793,73200,#N/A
44074,Oberlin,OH,Cleveland,Lorain,7794,143300,8717
38058,Munford,TN,Memphis,Tipton,7795,138800,8719
15005,Economy,PA,Pittsburgh,Beaver,7796,153900,8721
28731,Flat Rock,NC,Asheville,Henderson,7797,250000,8722
8628,Ewing,NJ,Trenton,Mercer,7798,213800,8723
82301,Rawlins,WY,,Carbon,7799,152600,8724
99518,Anchorage,AK,Anchorage,Anchorage,7800,232800,8725
7643,Little Ferry,NJ,New York,Bergen,7801,334600,8726
31535,Douglas,GA,Douglas,Coffee,7802,111300,#N/A
44707,Canton,OH,Canton,Stark,7803,67200,8728
94931,Cotati,CA,Santa Rosa,Sonoma,7804,518300,8729
70669,Westlake,LA,Lake Charles,Calcasieu,7805,145000,#N/A
93543,Littlerock,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,7806,238600,8731
68122,Omaha,NE,Omaha,Douglas,7807,150500,8732
35043,Chelsea,AL,Birmingham,Shelby,7808,231100,8733
8093,Westville,NJ,Philadelphia,Gloucester,7809,144500,8734
23075,Highland Springs,VA,Richmond,Henrico,7810,120700,8736
24211,Abingdon,VA,Kingsport,Washington,7811,189500,#N/A
40118,Fairdale,KY,Louisville/Jefferson County,Jefferson,7812,103100,8737
62024,East Alton,IL,St. Louis,Madison,7813,78300,8738
17566,East Drumore Township,PA,Lancaster,Lancaster,7814,216200,8739
34688,Tarpon Springs,FL,Tampa,Pinellas,7815,347900,8740
31793,Tifton,GA,Tifton,Tift,7816,147200,8743
89143,Las Vegas,NV,Las Vegas,Clark,7817,249000,8744
97530,Jacksonville,OR,Medford,Jackson,7818,406200,8746
34229,Osprey,FL,North Port-Sarasota-Bradenton,Sarasota,7819,455500,8747
34607,Hernando Beach,FL,Tampa,Hernando,7820,232200,8749
19317,Chadds Ford Township,PA,Philadelphia,Delaware,7821,452300,8751
47446,Mitchell,IN,Bedford,Lawrence,7822,74300,8752
14467,Henrietta,NY,Rochester,Monroe,7823,143600,8753
29356,Landrum,SC,Greenville,Greenville,7824,159400,8754
85131,Eloy,AZ,Phoenix,Pinal,7825,105800,8755
10307,New York,NY,New York,Richmond,7826,570600,8758
31636,Lake Park,GA,Valdosta,Lowndes,7827,141800,8759
36587,Wilmer,AL,Mobile,Mobile,7828,126000,8760
64106,Kansas City,MO,Kansas City,Jackson,7829,119400,8761
97426,Creswell,OR,Eugene,Lane,7830,249200,8763
20695,White Plains,MD,Washington,Charles,7831,329200,8764
46540,Middlebury,IN,Elkhart,Elkhart,7832,176900,8765
7921,Bedminster,NJ,New York,Somerset,7833,332200,8766
2482,Wellesley,MA,Boston,Norfolk,7834,1040900,8767
6019,Canton,CT,Hartford,Hartford,7835,286000,8768
10707,Tuckahoe,NY,New York,Westchester,7836,591500,8769
21911,Rising Sun,MD,Philadelphia,Cecil,7837,227100,8770
97540,Talent,OR,Medford,Jackson,7838,258300,8771
12569,Town of Pleasant Valley,NY,New York,Dutchess,7839,254000,8772
46809,Fort Wayne,IN,Fort Wayne,Allen,7840,77800,8775
75009,Celina,TX,Dallas-Fort Worth,Collin,7841,310100,8776
77611,Bridge City,TX,Beaumont,Orange,7842,131000,8777
43021,Galena,OH,Columbus,Delaware,7843,373500,8778
20794,Jessup,MD,Baltimore,Howard,7844,327200,8779
93241,Lamont,CA,Bakersfield,Kern,7845,121400,8780
2093,Wrentham,MA,Boston,Norfolk,7846,444000,8781
77423,Brookshire,TX,Houston,Waller,7847,210600,8782
6078,Suffield,CT,Hartford,Hartford,7848,284500,8783
10918,Town of Chester,NY,New York,Orange,7849,268600,8784
35146,Springville,AL,Birmingham,Saint Clair,7850,202000,8785
44714,Canton,OH,Canton,Stark,7851,82300,8786
19344,Honey Brook Township,PA,Philadelphia,Chester,7852,253700,8789
2111,Boston,MA,Boston,Suffolk,7853,987800,8790
6382,Montville,CT,New London,New London,7854,174200,8791
11545,Glen Head,NY,New York,Nassau,7855,949500,8792
75428,Commerce,TX,Dallas-Fort Worth,Hunt,7856,76200,8793
14437,Dansville,NY,Rochester,Livingston,7857,89300,#N/A
68133,Papillion,NE,Omaha,Sarpy,7858,252000,8796
91207,Glendale,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,7859,995300,8797
20636,Hollywood,MD,California-Lexington Park,Saint Marys,7860,316600,8798
76085,Weatherford,TX,Dallas-Fort Worth,Parker,7861,234500,8799
31820,Midland,GA,Columbus,Muscogee,7862,222500,8800
34436,Floral City,FL,Homosassa Springs,Citrus,7863,128800,8801
12566,Shawangunk,NY,Kingston,Ulster,7864,187100,8804
78721,Austin,TX,Austin,Travis,7865,254600,8806
90056,Ladera Heights,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,7866,1179400,8807
47441,Linton,IN,,Greene,7867,74200,8808
66206,Leawood,KS,Kansas City,Johnson,7868,377600,8809
3109,Manchester,NH,Manchester,Hillsborough,7869,222100,8810
27958,Moyock,NC,Virginia Beach,Currituck,7870,251000,8811
7073,East Rutherford,NJ,New York,Bergen,7871,381200,8812
17319,Newberry Township,PA,York,York,7872,170300,8813
39482,Sumrall,MS,Hattiesburg,Lamar,7873,143100,8815
78163,Bulverde,TX,San Antonio,Comal,7874,354500,8817
27376,Seven Lakes,NC,Pinehurst-Southern Pines,Moore,7875,172100,#N/A
85003,Phoenix,AZ,Phoenix,Maricopa,7876,363100,8819
6260,Putnam,CT,Worcester,Windham,7877,165300,8820
96019,Shasta Lake,CA,Redding,Shasta,7878,176600,8821
24588,Rustburg,VA,Lynchburg,Campbell,7879,150200,8823
48065,Romeo,MI,Detroit,Macomb,7880,276400,8824
7760,Rumson,NJ,New York,Monmouth,7881,939500,8825
60044,Lake Bluff,IL,Chicago,Lake,7882,453200,8826
33042,Summerland Key,FL,Key West,Monroe,7883,563900,8827
45050,Monroe,OH,Cincinnati,Butler,7884,174900,8828
70647,Iowa,LA,Lake Charles,Calcasieu,7885,175000,8829
35128,Pell City,AL,Birmingham,Saint Clair,7886,192900,8830
32456,Port Saint Joe,FL,Panama City,Gulf,7887,243800,8832
20732,Chesapeake Beach,MD,Washington,Calvert,7888,296200,8834
23510,Norfolk,VA,Virginia Beach,Norfolk City,7889,262700,8837
12571,Town of Red Hook,NY,New York,Dutchess,7890,274900,8838
32038,Fort White,FL,Lake City,Columbia,7891,155400,8839
28168,Vale,NC,Charlotte,Lincoln,7892,101300,8840
38382,Trenton,TN,,Gibson,7893,58400,8841
28166,Troutman,NC,Charlotte,Iredell,7894,173100,8842
39577,Wiggins,MS,,Stone,7895,94200,8843
68147,Bellevue,NE,Omaha,Sarpy,7896,129700,8844
31320,Midway,GA,Hinesville,Liberty,7897,155800,8846
27239,Denton,NC,Winston-Salem,Davidson,7898,126900,8848
21617,Centreville,MD,Baltimore,Queen Annes,7899,329400,8849
53037,Town of Jackson,WI,Milwaukee,Washington,7900,234500,8850
7502,Paterson,NJ,New York,Passaic,7901,208400,8851
8835,Manville,NJ,New York,Somerset,7902,238600,8852
11518,East Rockaway,NY,New York,Nassau,7903,479700,8853
19611,Reading,PA,Reading,Berks,7904,112700,8854
6786,Plymouth,CT,Torrington,Litchfield,7905,171000,8856
18229,Jim Thorpe,PA,Allentown,Carbon,7906,141300,8857
37757,Jacksboro,TN,Knoxville,Campbell,7907,127600,#N/A
47012,Brookville,IN,,Franklin,7908,112000,#N/A
2743,Acushnet,MA,Providence,Bristol,7909,295000,8859
48768,Vassar,MI,,Tuscola,7910,93700,#N/A
55425,Bloomington,MN,Minneapolis-St Paul,Hennepin,7911,213800,8860
33785,Indian Rocks Beach,FL,Tampa,Pinellas,7912,419700,8861
2896,North Smithfield,RI,Providence,Providence,7913,294300,8862
21853,Princess Anne,MD,Salisbury,Somerset,7914,113000,8863
37185,Waverly,TN,,Humphreys,7915,94800,8864
38375,Selmer,TN,,McNairy,7916,72500,#N/A
47122,Georgetown,IN,Louisville/Jefferson County,Floyd,7917,179400,8866
22664,Woodstock,VA,,Shenandoah,7918,194400,8867
49457,Twin Lake,MI,Muskegon,Muskegon,7919,128200,#N/A
12828,Town of Fort Edward,NY,Glens Falls,Washington,7920,131600,8868
45216,Cincinnati,OH,Cincinnati,Hamilton,7921,71800,8869
95388,Winton,CA,Merced,Merced,7922,175000,8871
31408,Garden City,GA,Savannah,Chatham,7923,113600,8872
97411,Bandon,OR,Coos Bay,Coos,7924,244300,8873
38965,Water Valley,MS,,Yalobusha,7925,94700,#N/A
93640,Mendota,CA,Fresno,Fresno,7926,141200,8876
27045,Rural Hall,NC,Winston-Salem,Forsyth,7927,130500,8881
46341,Hebron,IN,Chicago,Porter,7928,165400,8882
32439,Freeport,FL,Crestview-Fort Walton Beach-Destin,Walton,7929,206600,8883
81122,Bayfield,CO,Durango,La Plata,7930,269900,#N/A
76273,Whitesboro,TX,Sherman,Grayson,7931,149500,8884
2375,Easton,MA,Providence,Bristol,7932,366100,8885
98328,Eatonville,WA,Seattle,Pierce,7933,304200,8888
7419,Hardyston,NJ,New York,Sussex,7934,208700,8889
60464,Palos Park,IL,Chicago,Cook,7935,401500,8890
92408,San Bernardino,CA,Riverside,San Bernardino,7936,224700,8892
48509,Burton,MI,Flint,Genesee,7937,84900,8893
93636,Madera,CA,Madera,Madera,7938,299000,8894
48144,Lambertville,MI,Monroe,Monroe,7939,169700,8895
15104,North Braddock,PA,Pittsburgh,Allegheny,7940,50400,8896
43203,Columbus,OH,Columbus,Franklin,7941,88900,8897
48117,Carleton,MI,Monroe,Monroe,7942,180600,8898
21048,Finksburg,MD,Baltimore,Carroll,7943,333000,8899
10522,Dobbs Ferry,NY,New York,Westchester,7944,663900,8900
15074,Rochester Township,PA,Pittsburgh,Beaver,7945,97800,8901
48208,Detroit,MI,Detroit,Wayne,7946,73600,8902
1077,Southwick,MA,Springfield,Hampden,7947,236600,8903
18651,Plymouth Township,PA,Scranton,Luzerne,7948,61700,8904
48015,Center Line,MI,Detroit,Macomb,7949,81200,8905
39232,Flowood,MS,Jackson,Rankin,7950,172600,8907
41129,Catlettsburg,KY,Huntington,Boyd,7951,116800,8908
7114,Newark,NJ,New York,Essex,7952,289800,8910
39530,Biloxi,MS,Gulfport,Harrison,7953,86100,8911
85615,Hereford,AZ,Sierra Vista,Cochise,7954,215400,8912
1588,Whitinsville,MA,Worcester,Worcester,7955,259300,8913
18031,Upper Macungie,PA,Allentown,Lehigh,7956,268500,8914
92210,Indian Wells,CA,Riverside,Riverside,7957,673600,8915
97383,Stayton,OR,Salem,Marion,7958,246900,8916
27523,Apex,NC,Raleigh,Wake,7959,354400,8917
74126,Tulsa,OK,Tulsa,Tulsa,7960,52900,8919
35222,Birmingham,AL,Birmingham,Jefferson,7961,230600,8920
85390,Wickenburg,AZ,Phoenix,Maricopa,7962,261800,8921
16507,Erie,PA,Erie,Erie,7963,59200,8922
81632,Edwards,CO,Edwards,Eagle,7964,900300,8923
2493,Weston,MA,Boston,Middlesex,7965,1483400,8924
10514,Chappaqua,NY,New York,Westchester,7966,842800,8925
2494,Needham,MA,Boston,Norfolk,7967,743600,8926
39170,Terry,MS,Jackson,Hinds,7968,166400,8927
93428,Cambria,CA,San Luis Obispo,San Luis Obispo,7969,690100,8928
99712,Fairbanks,AK,Fairbanks,Fairbanks North Star,7970,245700,#N/A
1863,Chelmsford,MA,Boston,Middlesex,7971,330800,8929
32132,Edgewater,FL,Daytona Beach,Volusia,7972,141100,8930
34987,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,7973,242700,8931
66012,Bonner Springs,KS,Kansas City,Wyandotte,7974,165600,8932
48529,Burton,MI,Flint,Genesee,7975,43900,8933
31201,Macon,GA,Macon,Bibb,7976,62900,8934
38344,Huntingdon,TN,,Carroll,7977,67500,#N/A
37186,Westmoreland,TN,Nashville,Sumner,7978,118000,8935
44632,Hartville,OH,Canton,Stark,7979,158900,8936
7936,East Hanover,NJ,New York,Morris,7980,512700,8938
47424,Bloomfield,IN,,Greene,7981,88300,8939
53572,Mount Horeb,WI,Madison,Dane,7982,262900,8940
21090,Linthicum Heights,MD,Baltimore,Anne Arundel,7983,286100,8942
49408,Fennville,MI,Holland,Allegan,7984,160400,#N/A
96708,Haiku,HI,Kahului,Maui,7985,836700,#N/A
83316,Buhl,ID,Twin Falls,Twin Falls,7986,137500,8944
32204,Jacksonville,FL,Jacksonville,Duval,7987,180500,8946
7452,Glen Rock,NJ,New York,Bergen,7988,648900,8947
35824,Huntsville,AL,Huntsville,Madison,7989,204700,8948
11713,Bellport,NY,New York,Suffolk,7990,315700,#N/A
1966,Rockport,MA,Boston,Essex,7991,486900,8950
38004,Atoka,TN,Memphis,Tipton,7992,177800,8951
85501,Globe,AZ,Payson,Gila,7993,120700,8952
98446,Summit,WA,Seattle,Pierce,7994,293700,8953
1220,Town of Adams,MA,Pittsfield,Berkshire,7995,132100,8954
28207,Charlotte,NC,Charlotte,Mecklenburg,7996,828800,8958
10970,Mount Ivy,NY,New York,Rockland,7997,465600,8959
8083,Somerdale,NJ,Philadelphia,Camden,7998,169300,8961
25304,Charleston,WV,Charleston,Kanawha,7999,151900,#N/A
27377,Whitsett,NC,,Guilford,8000,153800,8963
44710,Canton,OH,Canton,Stark,8001,60000,8964
33182,Tamiami,FL,Miami-Fort Lauderdale,Miami-Dade,8002,338400,8966
11771,Oyster Bay,NY,New York,Nassau,8003,862500,8967
32736,Eustis,FL,Orlando,Lake,8004,268100,8968
6480,Town of Portland,CT,Hartford,Middlesex,8005,234600,8970
14905,Town of Elmira,NY,Elmira,Chemung,8006,115000,8972
70812,Baton Rouge,LA,Baton Rouge,East Baton Rouge,8007,100800,8973
99204,Spokane,WA,Spokane,Spokane,8008,204400,8974
6479,Southington,CT,Hartford,Hartford,8009,237800,8975
10589,Somers,NY,New York,Westchester,8010,423400,8976
21795,Williamsport,MD,Hagerstown,Washington,8011,187800,8977
19350,New Garden Township,PA,Philadelphia,Chester,8012,376400,8979
70818,Baton Rouge,LA,Baton Rouge,East Baton Rouge,8013,178500,8981
45409,Kettering,OH,Dayton,Montgomery,8014,135700,8982
29670,Pendleton,SC,Greenville,Anderson,8015,132900,8983
85123,Casa Grande,AZ,Phoenix,Pinal,8016,116200,8985
90211,Beverly Hills,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,8017,1948400,8987
98252,Granite Falls,WA,Seattle,Snohomish,8018,283900,8990
20712,Mount Rainier,MD,Washington,Prince Georges,8019,341400,8991
78264,San Antonio,TX,San Antonio,Bexar,8020,129800,8992
53205,Milwaukee,WI,Milwaukee,Milwaukee,8021,72200,8993
98418,Tacoma,WA,Seattle,Pierce,8022,213100,8994
28690,Valdese,NC,Hickory,Burke,8023,112300,#N/A
34211,Bradenton,FL,North Port-Sarasota-Bradenton,Manatee,8024,362500,8996
53527,Town of Cottage Grove,WI,Madison,Dane,8025,272100,8997
30607,Athens,GA,Athens,Clarke,8026,126900,8998
16441,Waterford Township,PA,Erie,Erie,8027,154200,9000
95304,Tracy,CA,Stockton,San Joaquin,8028,582600,9002
1450,Groton,MA,Boston,Middlesex,8029,458000,9003
28103,Marshville,NC,Charlotte,Union,8030,152500,9005
81435,Mountain Village,CO,,San Miguel,8031,829800,#N/A
97351,Independence,OR,Salem,Polk,8032,209300,9006
78580,Raymondville,TX,Raymondville,Willacy,8033,59200,#N/A
60422,Flossmoor,IL,Chicago,Cook,8034,206900,9007
55445,Brooklyn Park,MN,Minneapolis-St Paul,Hennepin,8035,223000,9008
92610,Lake Forest,CA,Los Angeles-Long Beach-Anaheim,Orange,8036,710800,9009
98841,Omak,WA,,Okanogan,8037,148300,#N/A
98327,Dupont,WA,Seattle,Pierce,8038,315600,9011
77807,Bryan,TX,College Station,Brazos,8039,183300,9013
85735,Tucson,AZ,Tucson,Pima,8040,185800,9014
15131,White Oak,PA,Pittsburgh,Allegheny,8041,109700,9015
60514,Clarendon Hills,IL,Chicago,Du Page,8042,452700,9016
80433,Conifer,CO,Denver,Jefferson,8043,464100,9017
46803,Fort Wayne,IN,Fort Wayne,Allen,8044,42600,9019
92315,Big Bear Lake,CA,Riverside,San Bernardino,8045,315600,9020
6482,Sandy Hook,CT,Stamford,Fairfield,8046,345500,9021
49461,Whitehall,MI,Muskegon,Muskegon,8047,163200,#N/A
1475,Town of Winchendon,MA,Worcester,Worcester,8048,188400,9022
19021,Croydon,PA,Philadelphia,Bucks,8049,178100,9023
65559,Saint James,MO,Rolla,Phelps,8050,110300,9024
7045,Montville,NJ,New York,Morris,8051,566300,9025
11716,Town of Islip,NY,New York,Suffolk,8052,418000,#N/A
18032,Catasauqua,PA,Allentown,Lehigh,8053,138400,9027
15690,Vandergrift,PA,Pittsburgh,Westmoreland,8054,65900,9028
71282,Tallulah,LA,,Madison,8055,120100,#N/A
36264,Heflin,AL,,Cleburne,8056,107100,#N/A
54929,Clintonville,WI,,Waupaca,8057,112300,9029
80549,Wellington,CO,Fort Collins,Larimer,8058,305500,9030
75570,New Boston,TX,Texarkana,Bowie,8059,77600,9032
67230,Wichita,KS,Wichita,Sedgwick,8060,307300,9033
19807,Wilmington,DE,Philadelphia,New Castle,8061,736600,9036
86429,Bullhead City,AZ,Lake Havasu City,Mohave,8062,214800,9037
19060,Garnet Valley,PA,Philadelphia,Delaware,8063,432200,9038
89519,Reno,NV,Reno,Washoe,8064,495600,9039
3249,Gilford,NH,Laconia,Belknap,8065,215600,9040
6379,Town of Stonington,CT,New London,New London,8066,242300,9041
18848,Towanda Township,PA,Sayre,Bradford,8067,132400,9042
44703,Canton,OH,Canton,Stark,8068,57300,9043
33973,Lehigh Acres,FL,Fort Myers,Lee,8069,201600,9046
67147,Valley Center,KS,Wichita,Sedgwick,8070,155400,9048
29006,Batesburg-Leesville,SC,Columbia,Lexington,8071,92400,9049
95326,Hughson,CA,Modesto,Stanislaus,8072,314000,9050
45225,Cincinnati,OH,Cincinnati,Hamilton,8073,58700,9051
6710,Waterbury,CT,New Haven,New Haven,8074,125400,9052
2657,Provincetown,MA,Cape Cod,Barnstable,8075,507300,#N/A
3235,Franklin,NH,Concord,Merrimack,8076,161900,9053
7657,Ridgefield,NJ,New York,Bergen,8077,460200,9054
15658,Ligonier Township,PA,Pittsburgh,Westmoreland,8078,150000,#N/A
49544,Walker,MI,Grand Rapids,Kent,8079,170900,9055
70512,Arnaudville,LA,Opelousas,Saint Landry,8080,140200,9056
60041,Long Lake,IL,Chicago,Lake,8081,161900,9057
15632,Murrysville,PA,Pittsburgh,Westmoreland,8082,196400,#N/A
37861,Rutledge,TN,Knoxville,Grainger,8083,135100,#N/A
61525,Dunlap,IL,Peoria,Peoria,8084,235400,9058
45214,Cincinnati,OH,Cincinnati,Hamilton,8085,61500,9059
8889,Readington,NJ,New York,Hunterdon,8086,400100,9061
2061,Norwell,MA,Boston,Plymouth,8087,600600,9062
6907,Stamford,CT,Stamford,Fairfield,8088,431300,9063
83669,Star,ID,Boise City,Ada,8089,241800,9064
84060,Park City,UT,Summit Park,Summit,8090,915600,#N/A
32095,Saint Augustine,FL,Jacksonville,Saint Johns,8091,288000,9065
73080,Purcell,OK,Oklahoma City,McClain,8092,130200,9066
98402,Tacoma,WA,Seattle,Pierce,8093,259200,9067
